1;5;835;SARAH;Hallo? … Hi … ja, ziemlich beschäftigt … Ich weiß. Ich will auch mit dir sprechen… nein, das ist keine gute Idee … ich glaube, es ist besser, wenn wir uns jetzt nicht sehen … Donald, ich weiß nicht, was sonst noch zu sagen wäre … Ich weiß, dass ich gestern die meiste Zeit geredet habe. – Donald, du hast jedes Recht, böse zu sein … also gut, du hast jedes Recht was-auch-immer zu sein – Donald, ich muss mich fertig machen. Meine Leute kommen … ja, Bob auch … nicht: „Aha!“. Es gibt überhaupt keinen Grund „Aha!“ zu sagen … Donald … (unterbricht) Mist. Warte einen Augenblick. Da kommt ein anderes Gespräch. Bleib dran. (sie drückt einen Knopf) Hallo? … Hi … Nein, er ist noch nicht da … nein, ich habe alles. Wo bist du? … Ja, Nachtisch habe ich auch … Apfelkuchen … ja, auch Eis (Klingelzeichen aus der Küche) Ma – Ma, ich muss den Braten rausnehmen … Neein! Er ist im Backofen … Ma, ich muss … bis gleich, ja? Byebye. (Sie legt auf und rennt in die Küche. Kommt wieder und rennt ins Schlafzimmer. Ein Augenblick Stille) Mist! (sie kommt gerannt, nimmt den Hörer und wählt) Donald, es tut mir so leid. Es war Mutter – sie macht mich wahnsinnig. Ich kann jetzt nicht mit di reden … Bitte nicht. Bitte ruf nicht an. Meine Eltern werden hier sein … und Bob, ja … Donald, es ist nicht … Donald … wir reden morgen. Bitte glaub‘ mir. Ich will ja mit dir reden. Es ist nur jetzt alles so – (Türklingel) – Bleib dran. (zur Tür) Wer ist da?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '835', 'SARAH', 'Hallo? … Hi … ja, ziemlich beschäftigt … Ich weiß. Ich will auch mit dir sprechen… nein, das ist keine gute Idee … ich glaube, es ist besser, wenn wir uns jetzt nicht sehen … Donald, ich weiß nicht, was sonst noch zu sagen wäre … Ich weiß, dass ich gestern die meiste Zeit geredet habe. – Donald, du hast jedes Recht, böse zu sein … also gut, du hast jedes Recht was-auch-immer zu sein – Donald, ich muss mich fertig machen. Meine Leute kommen … ja, Bob auch … nicht: „Aha!“. Es gibt überhaupt keinen Grund „Aha!“ zu sagen … Donald … (unterbricht) Mist. Warte einen Augenblick. Da kommt ein anderes Gespräch. Bleib dran. (sie drückt einen Knopf) Hallo? … Hi … Nein, er ist noch nicht da … nein, ich habe alles. Wo bist du? … Ja, Nachtisch habe ich auch … Apfelkuchen … ja, auch Eis (Klingelzeichen aus der Küche) Ma – Ma, ich muss den Braten rausnehmen … Neein! Er ist im Backofen … Ma, ich muss … bis gleich, ja? Byebye. (Sie legt auf und rennt in die Küche. Kommt wieder und rennt ins Schlafzimmer. Ein Augenblick Stille) Mist! (sie kommt gerannt, nimmt den Hörer und wählt) Donald, es tut mir so leid. Es war Mutter – sie macht mich wahnsinnig. Ich kann jetzt nicht mit di reden … Bitte nicht. Bitte ruf nicht an. Meine Eltern werden hier sein … und Bob, ja … Donald, es ist nicht … Donald … wir reden morgen. Bitte glaub‘ mir. Ich will ja mit dir reden. Es ist nur jetzt alles so – (Türklingel) – Bleib dran. (zur Tür) Wer ist da?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;836;BOB;(draußen) Ich bin’s.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '836', 'BOB', '(draußen) Ich bin’s.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;837;SARAH;Moment. (ins Telefon) Donald, ich muss weiter … ja … ja … Byebye. (sie legt auf, holt tief Atem, geht und macht auf.);;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '837', 'SARAH', 'Moment. (ins Telefon) Donald, ich muss weiter … ja … ja … Byebye. (sie legt auf, holt tief Atem, geht und macht auf.)',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;838;BOB;(kommt herein) Hi.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '838', 'BOB', '(kommt herein) Hi.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;839;SARAH;Hi. (Umarmung) Gott, bin ich froh, dass du da bist. Komm rein. Ich zieh‘ mich fertig an. (geht ins Schlafzimmer);;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '839', 'SARAH', 'Hi. (Umarmung) Gott, bin ich froh, dass du da bist. Komm rein. Ich zieh‘ mich fertig an. (geht ins Schlafzimmer)',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;840;BOB;Ich hab‘ deine Nachricht bekommen. Hast du meine Nachricht bekommen, dass ich deine Nachricht bekommen habe?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '840', 'BOB', 'Ich hab‘ deine Nachricht bekommen. Hast du meine Nachricht bekommen, dass ich deine Nachricht bekommen habe?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;841;SARAH;Ja. Danke dass du gekommen bist.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '841', 'SARAH', 'Ja. Danke dass du gekommen bist.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;842;BOB;Deine Eltern kommen auch?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '842', 'BOB', 'Deine Eltern kommen auch?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;843;SARAH;Ja.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '843', 'SARAH', 'Ja.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;5;844;BOB;Und Joel?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '5', '844', 'BOB', 'Und Joel?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
