1;4;724;SARAH;Gute Nacht.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '724', 'SARAH', 'Gute Nacht.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;725;BOB;Gute Nacht. Fahrt vorsichtig.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '725', 'BOB', 'Gute Nacht. Fahrt vorsichtig.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;726;SARAH;Gute Nacht. (schließt die Tür.);(Sarah und Bob brechen zusammen und sitzen auf der Couch);"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '726', 'SARAH', 'Gute Nacht. (schließt die Tür.)','(Sarah und Bob brechen zusammen und sitzen auf der Couch)', CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;727;BOB;Gibt’s hier irgendwas zu trinken? Außer Rotwein?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '727', 'BOB', 'Gibt’s hier irgendwas zu trinken? Außer Rotwein?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;728;SARAH;Wodka?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '728', 'SARAH', 'Wodka?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;729;BOB;Ideal.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '729', 'BOB', 'Ideal.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;730;SARAH;Pur oder auf Eis?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '730', 'SARAH', 'Pur oder auf Eis?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;731;BOB;Flasche und Strohhalm bitte.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '731', 'BOB', 'Flasche und Strohhalm bitte.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;732;SARAH;Wunderbar. (Sie will aufstehen und hat Probleme dabei);;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '732', 'SARAH', 'Wunderbar. (Sie will aufstehen und hat Probleme dabei)',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;733;BOB;Warten Sie. Ich serviere. Ich hab‘ mal mein Geld damit verdient.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '733', 'BOB', 'Warten Sie. Ich serviere. Ich hab‘ mal mein Geld damit verdient.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;734;SARAH;Wodka im Tiefkühlfach. Gläser überm‘ Spülbecken.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '734', 'SARAH', 'Wodka im Tiefkühlfach. Gläser überm‘ Spülbecken.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;4;735;BOB;(geht in die Küche) Sie auch?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '4', '735', 'BOB', '(geht in die Küche) Sie auch?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
