1;2;293;BOB;(lacht) Sehr gut.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '293', 'BOB', '(lacht) Sehr gut.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;294;ABE;Noch eins. Eine Quizfrage. Aus dem Fernsehen. Montag abend haben wir ferngesehen. Da kam einer, der sah aus wie Woody Allen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '294', 'ABE', 'Noch eins. Eine Quizfrage. Aus dem Fernsehen. Montag abend haben wir ferngesehen. Da kam einer, der sah aus wie Woody Allen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;295;MIRIAM;Das war Dienstag abend.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '295', 'MIRIAM', 'Das war Dienstag abend.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;296;ABE;Montag abend.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '296', 'ABE', 'Montag abend.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;297;MIRIAM;Montag abend haben wir nicht ferngesehen. Montag abend sind wir Teppich ansehen gegangen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '297', 'MIRIAM', 'Montag abend haben wir nicht ferngesehen. Montag abend sind wir Teppich ansehen gegangen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;298;ABE;Es war Montag abend.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '298', 'ABE', 'Es war Montag abend.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;299;MIRIAM;Es war Dienstag abend.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '299', 'MIRIAM', 'Es war Dienstag abend.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;300;ABE;Es war Montag abend. Den Teppich haben wir Sonntag abend angesehen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '300', 'ABE', 'Es war Montag abend. Den Teppich haben wir Sonntag abend angesehen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;301;MIRIAM;Wo kann man Sonntag abend einen Teppich ansehen?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '301', 'MIRIAM', 'Wo kann man Sonntag abend einen Teppich ansehen?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;302;ABE;Dort, wo wir waren, kann man nur Sonntag abend einen Teppich ansehen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '302', 'ABE', 'Dort, wo wir waren, kann man nur Sonntag abend einen Teppich ansehen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;303;MIRIAM;Du weißt nicht, wovon du redest.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '303', 'MIRIAM', 'Du weißt nicht, wovon du redest.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;304;ABE;(rhetorisch) Ich weiß nicht, wovon ich rede?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '304', 'ABE', '(rhetorisch) Ich weiß nicht, wovon ich rede?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;305;MIRIAM;Sonntag abend waren wir bei Glickseligs. Montag abend haben wir den Teppich angesehen. Dienstag war Woody Allen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '305', 'MIRIAM', 'Sonntag abend waren wir bei Glickseligs. Montag abend haben wir den Teppich angesehen. Dienstag war Woody Allen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;306;ABE;Es war nicht Woody Allen. Er sah aus wie Woody Allen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '306', 'ABE', 'Es war nicht Woody Allen. Er sah aus wie Woody Allen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;307;MIRIAM;Woher willst du denn wissen, dass er es nicht war?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '307', 'MIRIAM', 'Woher willst du denn wissen, dass er es nicht war?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;308;SARAH;Möchte noch jemand Kaffee?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '308', 'SARAH', 'Möchte noch jemand Kaffee?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;309;ABE;Kann ich zu Ende erzählen?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '309', 'ABE', 'Kann ich zu Ende erzählen?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;310;SARAH;Entschuldige;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '310', 'SARAH', 'Entschuldige',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;311;ABE;Also da kommt dieser Mann – ;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '311', 'ABE', 'Also da kommt dieser Mann – ',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;312;MIRIAM;Dienstag abend.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '312', 'MIRIAM', 'Dienstag abend.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;2;313;JOEL;Lass ihn erzählen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '2', '313', 'JOEL', 'Lass ihn erzählen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
