1;3;575;DONALD;Herzlichen Glückwunsch zu unserem Jahrestag;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '575', 'DONALD', 'Herzlichen Glückwunsch zu unserem Jahrestag',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;576;SARAH;(nimmt es) Danke, (legt es beiseite) Du musst jetzt gehen.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '576', 'SARAH', '(nimmt es) Danke, (legt es beiseite) Du musst jetzt gehen.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;577;DONALD;Würdest du es wenigstens aufmachen, bitte (Sarah beginnt, das Geschenk auszupacken) Erinnerst du dich, wo wir vor einem Jahr waren?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '577', 'DONALD', 'Würdest du es wenigstens aufmachen, bitte (Sarah beginnt, das Geschenk auszupacken) Erinnerst du dich, wo wir vor einem Jahr waren?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;578;SARAH; Ja. In so einem grässlichen Konzert. Und dann hast du dir von schlechten Muscheln eine Vergiftung geholt.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '578', 'SARAH', ' Ja. In so einem grässlichen Konzert. Und dann hast du dir von schlechten Muscheln eine Vergiftung geholt.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;579;DONALD;Es war der schönste Abend meines Lebens.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '579', 'DONALD', 'Es war der schönste Abend meines Lebens.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;580;SARAH;(hat ausgepackt. Es ist ein kleiner schwarzer Gegenstand) Was ist das?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '580', 'SARAH', '(hat ausgepackt. Es ist ein kleiner schwarzer Gegenstand) Was ist das?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;581;DONALD;Ein automatischer Telefon-Schnell-Wähler. Du kannst 80 verschiedene Telefonnummern einprogrammieren. Dann hältst du ihn an dein Telefon und drückst den Knopf und er wählt für dich. Ich hab‘ schon die erste Nummer einprogrammiert. Du drückst die Eins – das bin ich.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '581', 'DONALD', 'Ein automatischer Telefon-Schnell-Wähler. Du kannst 80 verschiedene Telefonnummern einprogrammieren. Dann hältst du ihn an dein Telefon und drückst den Knopf und er wählt für dich. Ich hab‘ schon die erste Nummer einprogrammiert. Du drückst die Eins – das bin ich.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;582;SARAH;Donald, bitte, ich bin schon genug unter Druck.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '582', 'SARAH', 'Donald, bitte, ich bin schon genug unter Druck.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;583;DONALD;Ich wünschte, wir könnten zusammen weglaufen, auf irgendeine ferne, exotische Insel und dort von Kokosnüssen und geraspelten Korallen leben.;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '583', 'DONALD', 'Ich wünschte, wir könnten zusammen weglaufen, auf irgendeine ferne, exotische Insel und dort von Kokosnüssen und geraspelten Korallen leben.',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
1;3;584;SARAH;Und die TIME-LIFE-Lohnlisten?;;"INSERT INTO `play_textbooks` (`id`, `play_id`, `scene_id`, `linenumber`, `said_by`, `text`, `following_stage_direction`, `created_at`, `updated_at`, `deleted_at`) VALUES (NULL, '1', '3', '584', 'SARAH', 'Und die TIME-LIFE-Lohnlisten?',null, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP, NULL);"
